ufs_serial,run_id,wafer_no,split,health,reg_pred,risk,grade,anomaly_score,ci_low,ci_high,date
S31560,21,8,train,0.0,0.003512361526617,LOW,grade2,,0.0,0.014434,2025-11-02
S31561,21,8,train,0.0078292375551354,0.0035056887524666,LOW,grade2,,0.0,0.014427,2025-11-02
S31562,19,24,train,0.0,0.0030292921467538,LOW,grade2,,0.0,0.01395,2025-10-29
S31563,46,19,val,0.0079644372652333,0.0031446353019449,LOW,grade2,38.7,0.0,0.014066,2025-11-24
S31564,46,16,val,0.0,0.0028913349127823,LOW,grade1,29.6,0.0,0.013813,2025-11-24
S31565,18,16,train,0.0,0.0030021605659462,LOW,grade2,,0.0,0.013923,2025-10-28
S31566,18,9,train,0.0064520735562349,0.0034999014001316,LOW,grade2,,0.0,0.014421,2025-10-28
S31567,18,6,train,0.0,0.0021465220122287,LOW,grade1,,0.0,0.013068,2025-10-28
S31568,74,16,test,0.0110631992011855,0.0029568792083981,LOW,grade1,44.9,0.0,0.013878,2025-12-09
S31569,74,11,test,0.0,0.0034795683490253,LOW,grade2,40.7,0.0,0.014401,2025-12-09
S31570,74,19,test,0.0031401240886058,0.003154543416699,LOW,grade2,33.2,0.0,0.014076,2025-12-09
S31571,18,3,train,0.0080035299270825,0.0029257220702564,LOW,grade1,,0.0,0.013847,2025-10-28
S31572,18,9,train,0.0110806412057164,0.0029246158039414,LOW,grade1,,0.0,0.013846,2025-10-28
S31573,74,9,test,0.0032381752849691,0.0029516934786441,LOW,grade1,36.2,0.0,0.013873,2025-12-09
S31574,46,6,val,0.0,0.0029734566438637,LOW,grade1,48.2,0.0,0.013895,2025-11-24
S31575,18,3,train,0.0079349873870421,0.0029358868621543,LOW,grade1,,0.0,0.013857,2025-10-28
S31576,18,3,train,0.0032573076418927,0.002893836908943,LOW,grade1,,0.0,0.013815,2025-10-28
S31577,30,4,val,0.0097796143250688,0.002977295953034,LOW,grade1,43.4,0.0,0.013898,2025-11-15
S31578,2,4,train,0.0,0.0034374700126657,LOW,grade2,,0.0,0.014359,2025-10-02
S31579,2,14,train,0.0032483660130718,0.0034514397316542,LOW,grade2,,0.0,0.014373,2025-10-02
S31580,18,24,train,0.0015798842901646,0.0021960946996129,LOW,grade1,,0.0,0.013117,2025-10-28
S31581,18,19,train,0.0081379888524289,0.0029692463255689,LOW,grade1,,0.0,0.01389,2025-10-28
S31582,18,16,train,0.003146535487159,0.0030514674189767,LOW,grade2,,0.0,0.013973,2025-10-28
S31583,18,19,train,0.0,0.0031480793630671,LOW,grade2,,0.0,0.014069,2025-10-28
S31584,74,24,test,0.0094820185061528,0.0017696481757449,LOW,grade1,32.0,0.0,0.012691,2025-12-09
S31585,2,14,train,0.0032159542389771,0.0029788042788804,LOW,grade1,,0.0,0.0139,2025-10-02
S31586,2,14,train,0.0,0.0025501968687631,LOW,grade1,,0.0,0.013471,2025-10-02
S31587,46,16,val,0.0189999235415551,0.0029122462509244,LOW,grade1,40.1,0.0,0.013833,2025-11-24
S31588,18,16,train,0.0,0.0031686967403927,LOW,grade2,,0.0,0.01409,2025-10-28
S31589,51,1,val,0.0114110095414276,0.0012937254849389,LOW,grade1,40.6,0.0,0.012215,2025-11-26
S31590,82,8,test,0.0,0.001295581590349,LOW,grade1,63.9,0.0,0.012217,2025-12-13
S31591,55,1,val,0.0109685006352839,0.0006854232171967,LOW,grade1,49.3,0.0,0.011607,2025-11-28
S31592,27,11,train,0.0,0.0017626943854513,LOW,grade1,,0.0,0.012684,2025-11-11
S31593,26,16,train,0.004703410682515,0.0004944738479627,LOW,grade1,,0.0,0.011416,2025-11-10
S31594,26,8,train,0.0113273033920047,0.0017576347518717,LOW,grade1,,0.0,0.012679,2025-11-10
S31595,54,8,val,0.0,0.0017776656855792,LOW,grade1,42.7,0.0,0.012699,2025-11-28
S31596,48,14,val,0.0,0.002155892497485,LOW,grade1,49.0,0.0,0.013077,2025-11-25
S31597,6,22,train,0.0015694076038903,0.0025338140196163,LOW,grade1,,0.0,0.013455,2025-10-09
S31598,17,15,train,0.0081022480885541,0.0034172961828051,LOW,grade2,,0.0,0.014338,2025-10-26
S31599,19,25,train,0.0129284415960252,0.0021529407630602,LOW,grade1,,0.0,0.013074,2025-10-29
S31600,18,3,train,0.0,0.0013236942624928,LOW,grade1,,0.0,0.012245,2025-10-28
S31601,18,16,train,0.0,0.0011368833865695,LOW,grade1,,0.0,0.012058,2025-10-28
S31602,26,3,train,0.0,0.0035044735434543,LOW,grade2,,0.0,0.014426,2025-11-10
S31603,4,5,train,0.0,0.0029396835477365,LOW,grade1,,0.0,0.013861,2025-10-05
S31604,66,11,test,0.0,0.0025151249827584,LOW,grade1,62.7,0.0,0.013436,2025-12-04
S31605,38,1,val,0.0,0.0011444039037435,LOW,grade1,84.5,0.0,0.012066,2025-11-19
S31606,1,17,train,0.0,0.0035988924134481,MED,grade3,,0.0,0.01452,2025-10-01
S31607,1,6,train,0.0064809743629867,0.0047418007440306,MED,grade3,,0.0,0.015663,2025-10-01
S31608,56,10,val,0.0015778829699757,0.0011552546278307,LOW,grade1,57.1,0.0,0.012076,2025-11-29
S31609,28,4,train,0.0064671858632782,0.0011325029586737,LOW,grade1,,0.0,0.012054,2025-11-13
S31610,72,7,test,0.0080390272938725,0.0011586833375712,LOW,grade1,46.2,0.0,0.01208,2025-12-08
S31611,1,18,train,0.0048512889591691,0.0028954034303124,LOW,grade1,,0.0,0.013817,2025-10-01
S31612,84,21,test,0.0080384811961001,0.001092046835857,LOW,grade1,44.7,0.0,0.012013,2025-12-14
S31613,7,10,train,0.0,0.0035679630234573,LOW,grade2,,0.0,0.014489,2025-10-10
S31614,5,4,train,0.0,0.0034038830333965,LOW,grade2,,0.0,0.014325,2025-10-07
S31615,7,17,train,0.0,0.0034973748637973,LOW,grade2,,0.0,0.014419,2025-10-10
S31616,7,17,train,0.0,0.0028947925687293,LOW,grade1,,0.0,0.013816,2025-10-10
S31617,5,10,train,0.0,0.0036000074498169,MED,grade3,,0.0,0.014521,2025-10-07
S31618,33,22,val,0.0,0.0035007094653678,LOW,grade2,43.9,0.0,0.014422,2025-11-17
S31619,5,22,train,0.0,0.0030506977782785,LOW,grade2,,0.0,0.013972,2025-10-07
S31620,10,6,train,0.0056669175161341,0.0011606034026055,LOW,grade1,,0.0,0.012082,2025-10-15
S31621,66,19,test,0.0,0.0013093515621723,LOW,grade1,41.7,0.0,0.012231,2025-12-04
S31622,10,23,train,0.0,0.0005844323506245,LOW,grade1,,0.0,0.011506,2025-10-15
S31623,10,6,train,0.0,0.0011861871168751,LOW,grade1,,0.0,0.012107,2025-10-15
S31624,10,23,train,0.0,0.0001573861762359,LOW,grade1,,0.0,0.011079,2025-10-15
S31625,10,19,train,0.0,0.0006428967633167,LOW,grade1,,0.0,0.011564,2025-10-15
S31626,4,10,train,0.0,0.0036105571832947,MED,grade3,,0.0,0.014532,2025-10-05
S31627,13,17,train,0.0,0.0029339601784931,LOW,grade1,,0.0,0.013855,2025-10-20
S31628,13,15,train,0.0,0.0012880778715606,LOW,grade1,,0.0,0.012209,2025-10-20
S31629,12,25,train,0.0,0.0029928520037108,LOW,grade2,,0.0,0.013914,2025-10-18
S31630,41,20,val,0.0,0.0030767397295038,LOW,grade2,39.5,0.0,0.013998,2025-11-21
S31631,12,18,train,0.0,0.0034206960876081,LOW,grade2,,0.0,0.014342,2025-10-18
S31632,68,24,test,0.0,0.0017417114665429,LOW,grade1,44.0,0.0,0.012663,2025-12-05
S31633,41,21,val,0.0,0.0021718320925979,LOW,grade1,36.2,0.0,0.013093,2025-11-21
S31634,12,18,train,0.0,0.003516192373838,LOW,grade2,,0.0,0.014437,2025-10-18
S31635,68,25,test,0.0,0.002940419685979,LOW,grade1,31.2,0.0,0.013862,2025-12-05
S31636,12,18,train,0.0,0.0034299292214219,LOW,grade2,,0.0,0.014351,2025-10-18
S31637,3,12,train,0.0,0.0029177543069601,LOW,grade1,,0.0,0.013839,2025-10-04
S31638,3,10,train,0.0,0.0030806085095507,LOW,grade2,,0.0,0.014002,2025-10-04
S31639,3,20,train,0.0,0.0029654456680502,LOW,grade1,,0.0,0.013887,2025-10-04
S31640,31,15,val,0.0,0.0025077322872104,LOW,grade1,35.0,0.0,0.013429,2025-11-16
S31641,59,15,test,0.0,0.0025335032765868,LOW,grade1,41.4,0.0,0.013455,2025-12-01
S31642,73,15,test,0.0,0.0035731452843442,LOW,grade2,60.2,0.0,0.014494,2025-12-08
S31643,28,18,train,0.0,0.0030650467883633,LOW,grade2,,0.0,0.013986,2025-11-13
S31644,84,19,test,0.0,0.0030072804520735,LOW,grade2,13.0,0.0,0.013928,2025-12-14
S31645,84,15,test,0.0,0.0030823232804266,LOW,grade2,35.2,0.0,0.014004,2025-12-14
S31646,28,18,train,0.0,0.0029877896223405,LOW,grade2,,0.0,0.013909,2025-11-13
S31647,28,23,train,0.0,0.0021698726164274,LOW,grade1,,0.0,0.013091,2025-11-13
S31648,28,4,train,0.0113801591390463,0.0011441629864103,LOW,grade1,,0.0,0.012065,2025-11-13
S31649,28,2,train,0.0,0.0025284480595695,LOW,grade1,,0.0,0.01345,2025-11-13
S31650,28,6,train,0.0,0.0011259145772324,LOW,grade1,,0.0,0.012047,2025-11-13
S31651,28,10,train,0.0,0.0018384145427868,LOW,grade1,,0.0,0.01276,2025-11-13
S31652,28,2,train,0.0,0.0018459318898586,LOW,grade1,,0.0,0.012767,2025-11-13
S31653,28,10,train,0.0,0.0011278487893658,LOW,grade1,,0.0,0.012049,2025-11-13
S31654,84,12,test,0.0,0.0011376503234609,LOW,grade1,31.7,0.0,0.012059,2025-12-14
S31655,28,14,train,0.0,0.0013969734272915,LOW,grade1,,0.0,0.012318,2025-11-13
S31656,82,24,test,0.0,0.0030189696982097,LOW,grade2,38.5,0.0,0.01394,2025-12-13
S31657,26,8,train,0.0,0.0022136983299775,LOW,grade1,,0.0,0.013135,2025-11-10
S31658,26,8,train,0.0,0.0024919019170753,LOW,grade1,,0.0,0.013413,2025-11-10
S31659,1,19,train,0.0,0.0002740166235042,LOW,grade1,,0.0,0.011195,2025-10-01
S31660,27,8,train,0.0,0.003066367437762,LOW,grade2,,0.0,0.013988,2025-11-11
S31661,27,8,train,0.0227517224015198,0.0030053589583883,LOW,grade2,,0.0,0.013927,2025-11-11
S31662,29,19,val,0.0,0.0002710974866209,LOW,grade1,14.6,0.0,0.011192,2025-11-15
S31663,1,20,train,0.0,0.0002467268489668,LOW,grade1,,0.0,0.011168,2025-10-01
S31664,1,18,train,0.0,0.0001240260255647,LOW,grade1,,0.0,0.011045,2025-10-01
S31665,27,9,train,0.0,0.003063348172596,LOW,grade2,,0.0,0.013985,2025-11-11
S31666,44,3,val,0.0,9.73325798792709e-05,LOW,grade1,27.0,0.0,0.011019,2025-11-23
S31667,16,4,train,0.0,0.0011624909758246,LOW,grade1,,0.0,0.012084,2025-10-25
S31668,16,4,train,0.0169781026884842,0.001134014023953,LOW,grade1,,0.0,0.012055,2025-10-25
S31669,16,3,train,0.0,0.0001094653668428,LOW,grade1,,0.0,0.011031,2025-10-25
S31670,72,8,test,0.0,0.0002718632327963,LOW,grade1,41.9,0.0,0.011193,2025-12-08
S31671,16,7,train,0.0,0.0011383455468027,LOW,grade1,,0.0,0.01206,2025-10-25
S31672,44,6,val,0.0,0.0005929064073372,LOW,grade1,51.7,0.0,0.011514,2025-11-23
S31673,84,14,test,0.0,0.0012925740894685,LOW,grade1,41.9,0.0,0.012214,2025-12-14
S31674,44,7,val,0.0057567123033798,0.0006330135678236,LOW,grade1,30.3,0.0,0.011554,2025-11-23
S31675,28,25,train,0.0,0.0012852458477154,LOW,grade1,,0.0,0.012206,2025-11-13
S31676,80,4,test,0.0,0.0034365231947902,LOW,grade2,31.3,0.0,0.014358,2025-12-12
S31677,52,1,val,0.0,0.0035002374611885,LOW,grade2,42.5,0.0,0.014421,2025-11-27
S31678,12,12,train,0.0,0.0034311859827616,LOW,grade2,,0.0,0.014352,2025-10-18
S31679,12,12,train,0.0,0.0036075218522323,MED,grade3,,0.0,0.014529,2025-10-18
S31680,14,17,train,0.0,0.0034203681112562,LOW,grade2,,0.0,0.014342,2025-10-21
S31681,14,12,train,0.0,0.0029615809208295,LOW,grade1,,0.0,0.013883,2025-10-21
S31682,14,7,train,0.0,0.003502600744016,LOW,grade2,,0.0,0.014424,2025-10-21
S31683,42,1,val,0.0,0.0034067903388776,LOW,grade2,32.8,0.0,0.014328,2025-11-21
S31684,14,2,train,0.0,0.0036087964197956,MED,grade3,,0.0,0.01453,2025-10-21
S31685,70,1,test,0.0,0.0035899879097381,MED,grade3,34.9,0.0,0.014511,2025-12-06
S31686,25,20,train,0.0,0.0035846171482502,LOW,grade2,,0.0,0.014506,2025-11-08
S31687,25,22,train,0.0,0.0035973063958633,MED,grade3,,0.0,0.014519,2025-11-08
S31688,25,15,train,0.0,0.0036013303768023,MED,grade3,,0.0,0.014523,2025-11-08
S31689,25,1,train,0.0,0.0035954042459453,MED,grade3,,0.0,0.014517,2025-11-08
S31690,25,17,train,0.0,0.0036296952733155,MED,grade3,,0.0,0.014551,2025-11-08
S31691,25,2,train,0.0,0.0036016333133471,MED,grade3,,0.0,0.014523,2025-11-08
S31692,17,20,train,0.0,0.0036181524450802,MED,grade3,,0.0,0.014539,2025-10-26
S31693,17,20,train,0.0,0.0034540779351328,LOW,grade2,,0.0,0.014375,2025-10-26
S31694,17,13,train,0.0,0.003170778255076,LOW,grade2,,0.0,0.014092,2025-10-26
S31695,17,14,train,0.0,0.0036197733339561,MED,grade3,,0.0,0.014541,2025-10-26
S31696,45,18,val,0.002229219369539,0.0034637538372787,LOW,grade2,19.4,0.0,0.014385,2025-11-23
S31697,73,5,test,0.0,0.0034291719923207,LOW,grade2,52.6,0.0,0.01435,2025-12-08
S31698,17,17,train,0.0,0.0034448972053188,LOW,grade2,,0.0,0.014366,2025-10-26
S31699,17,5,train,0.0,0.0035985242505919,MED,grade3,,0.0,0.01452,2025-10-26
S31700,45,2,val,0.0043452412177166,0.0035046231572308,LOW,grade2,25.3,0.0,0.014426,2025-11-23
S31701,45,1,val,0.0021831279787397,0.0036032942421275,MED,grade3,55.5,0.0,0.014524,2025-11-23
S31702,45,6,val,0.0043675221561674,0.0029113942213562,LOW,grade1,42.8,0.0,0.013833,2025-11-23
S31703,73,2,test,0.0022104214477593,0.003161532602223,LOW,grade2,25.1,0.0,0.014083,2025-12-08
S31704,45,7,val,0.0022185618184171,0.0034822987848489,LOW,grade2,27.4,0.0,0.014404,2025-11-23
S31705,73,1,test,0.0,0.0036039003697741,MED,grade3,22.4,0.0,0.014525,2025-12-08
S31706,45,1,val,0.0066347167897048,0.0035755709255156,LOW,grade2,40.4,0.0,0.014497,2025-11-23
S31707,45,7,val,0.0,0.0034372894059207,LOW,grade2,31.3,0.0,0.014358,2025-11-23
S31708,73,1,test,0.004418190142191,0.0036078012287841,MED,grade3,41.8,0.0,0.014529,2025-12-08
S31709,17,7,train,0.0,0.0034101472908555,LOW,grade2,,0.0,0.014331,2025-10-26
S31710,17,19,train,0.0021826102613423,0.0035827093069802,LOW,grade2,,0.0,0.014504,2025-10-26
S31711,45,20,val,0.0,0.0031652027716552,LOW,grade2,42.2,0.0,0.014086,2025-11-23
S31712,73,18,test,0.0,0.0035106736814825,LOW,grade2,19.5,0.0,0.014432,2025-12-08
S31713,17,19,train,0.0,0.0034878299218872,LOW,grade2,,0.0,0.014409,2025-10-26
S31714,73,24,test,0.0022117789467125,0.0035502322517502,LOW,grade2,37.7,0.0,0.014471,2025-12-08
S31715,81,18,test,0.0,0.0036063519302988,MED,grade3,58.6,0.0,0.014528,2025-12-12
S31716,81,13,test,0.0,0.0035525458162777,LOW,grade2,22.4,0.0,0.014474,2025-12-12
S31717,72,15,test,0.0,0.0030451407516949,LOW,grade2,49.7,0.0,0.013966,2025-12-08
S31718,16,16,train,0.0,0.0018675666789708,LOW,grade1,,0.0,0.012789,2025-10-25
S31719,25,8,train,0.0021917639068963,0.0035030888787818,LOW,grade2,,0.0,0.014424,2025-11-08
S31720,81,8,test,0.0066451845810324,0.0035158726826408,LOW,grade2,39.0,0.0,0.014437,2025-12-12
S31721,53,9,val,0.0,0.0035412859331407,LOW,grade2,36.7,0.0,0.014462,2025-11-27
S31722,79,4,test,0.0,0.002993625355711,LOW,grade2,28.9,0.0,0.013915,2025-12-11
S31723,23,15,train,0.0043944578547618,0.0030622617103449,LOW,grade2,,0.0,0.013983,2025-11-05
S31724,23,15,train,0.0,0.0029157923277255,LOW,grade1,,0.0,0.013837,2025-11-05
S31725,23,10,train,0.0,0.0025434460832211,LOW,grade1,,0.0,0.013465,2025-11-05
S31726,5,15,train,0.006688018085908,0.0034738755915343,LOW,grade2,,0.0,0.014395,2025-10-07
S31727,61,11,test,0.0022125174174535,0.0034112234308126,LOW,grade2,42.9,0.0,0.014332,2025-12-02
S31728,4,25,train,0.0,0.0029918171430262,LOW,grade2,,0.0,0.013913,2025-10-05
S31729,5,21,train,0.0,0.0036054390911095,MED,grade3,,0.0,0.014527,2025-10-07
S31730,4,23,train,0.0,0.0035008701045567,LOW,grade2,,0.0,0.014422,2025-10-05
S31731,6,12,train,0.0,0.0034826161340634,LOW,grade2,,0.0,0.014404,2025-10-09
S31732,6,12,train,0.0,0.0036072016045386,MED,grade3,,0.0,0.014528,2025-10-09
S31733,4,23,train,0.002195743703252,0.0035657608295666,LOW,grade2,,0.0,0.014487,2025-10-05
S31734,62,12,test,0.0,0.0034186241218229,LOW,grade2,18.0,0.0,0.01434,2025-12-02
S31735,34,12,val,0.0043689043016565,0.0034778261270579,LOW,grade2,30.6,0.0,0.014399,2025-11-17
S31736,6,7,train,0.0,0.0034873022859149,LOW,grade2,,0.0,0.014409,2025-10-09
S31737,32,25,val,0.0,0.003006944192315,LOW,grade2,32.0,0.0,0.013928,2025-11-16
S31738,23,17,train,0.0,0.0001613875393266,LOW,grade1,,0.0,0.011083,2025-11-05
S31739,26,3,train,0.0,0.0030776087491087,LOW,grade2,,0.0,0.013999,2025-11-10
S31740,47,19,val,0.0,0.0029077278980852,LOW,grade1,32.6,0.0,0.013829,2025-11-24
S31741,26,1,train,0.0022200780824243,0.0034934645938456,LOW,grade2,,0.0,0.014415,2025-11-10
S31742,21,19,train,0.0022377408272887,0.0030286068792266,LOW,grade2,,0.0,0.01395,2025-11-02
S31743,26,1,train,0.0021736753482472,0.0029512700121281,LOW,grade1,,0.0,0.013872,2025-11-10
S31744,19,19,train,0.0022395255990843,0.0035014863818768,LOW,grade2,,0.0,0.014423,2025-10-29
S31745,21,6,train,0.0,0.0034963641671154,LOW,grade2,,0.0,0.014418,2025-11-02
S31746,77,6,test,0.0044032763210936,0.0031557358723949,LOW,grade2,59.8,0.0,0.014077,2025-12-10
S31747,49,6,val,0.0,0.003506618123794,LOW,grade2,43.0,0.0,0.014428,2025-11-25
S31748,49,24,val,0.0066430528637305,0.0029835530904855,LOW,grade1,16.1,0.0,0.013905,2025-11-25
S31749,19,22,train,0.004364473014033,0.0034579308292891,LOW,grade2,,0.0,0.014379,2025-10-29
S31750,19,22,train,0.0,0.0031648850331936,LOW,grade2,,0.0,0.014086,2025-10-29
S31751,21,1,train,0.002194696518072,0.0036107152585422,MED,grade3,,0.0,0.014532,2025-11-02
S31752,21,4,train,0.0066582712609184,0.0013353514637002,LOW,grade1,,0.0,0.012257,2025-11-02
S31753,77,19,test,0.0,0.0029749108097038,LOW,grade1,40.3,0.0,0.013896,2025-12-10
S31754,21,19,train,0.0043535770285303,0.0025385454585707,LOW,grade1,,0.0,0.01346,2025-11-02
S31755,47,25,val,0.0022087121919135,0.001750012866648,LOW,grade1,58.0,0.0,0.012671,2025-11-24
S31756,19,25,train,0.004423853202843,0.0029605382783864,LOW,grade1,,0.0,0.013882,2025-10-29
S31757,54,25,val,0.0021802835684705,0.0021649747022103,LOW,grade1,43.2,0.0,0.013086,2025-11-28
S31758,77,16,test,0.0,0.0011415574518062,LOW,grade1,37.3,0.0,0.012063,2025-12-10
S31759,21,19,train,0.0044035689287011,0.0025491907307257,LOW,grade1,,0.0,0.01347,2025-11-02
S31760,21,1,train,0.0,0.003597514848133,MED,grade3,,0.0,0.014519,2025-11-02
S31761,26,25,train,0.0132028105781874,0.0027077400593107,LOW,grade1,,0.0,0.013629,2025-11-10
S31762,49,2,val,0.004394341290893,0.0031607534328831,LOW,grade2,54.8,0.0,0.014082,2025-11-25
S31763,82,24,test,0.0,0.002553597566356,LOW,grade1,28.6,0.0,0.013475,2025-12-13
S31764,16,3,train,0.0,0.000119799133764,LOW,grade1,,0.0,0.011041,2025-10-25
S31765,79,15,test,0.0,0.0030769062731485,LOW,grade2,26.1,0.0,0.013998,2025-12-11
S31766,23,15,train,0.0,0.0030612554611594,LOW,grade2,,0.0,0.013982,2025-11-05
S31767,23,13,train,0.0066249000266595,0.0035118999597335,LOW,grade2,,0.0,0.014433,2025-11-05
S31768,45,6,val,0.0,0.0034576097376394,LOW,grade2,28.1,0.0,0.014379,2025-11-23
S31769,45,14,val,0.0,0.0035083118869794,LOW,grade2,40.2,0.0,0.01443,2025-11-23
S31770,17,20,train,0.0,0.0035853238658509,LOW,grade2,,0.0,0.014507,2025-10-26
S31771,73,18,test,0.0,0.0030028798705576,LOW,grade2,27.3,0.0,0.013924,2025-12-08
S31772,17,20,train,0.0,0.0034778565043336,LOW,grade2,,0.0,0.014399,2025-10-26
S31773,73,6,test,0.0,0.0034284607221796,LOW,grade2,44.1,0.0,0.01435,2025-12-08
S31774,29,18,val,0.0,0.0001807308794882,LOW,grade1,26.1,0.0,0.011102,2025-11-15
S31775,1,18,train,0.0,0.0001285536879838,LOW,grade1,,0.0,0.01105,2025-10-01
S31776,55,14,val,0.0,0.003514555142144,LOW,grade2,24.0,0.0,0.014436,2025-11-28
S31777,27,17,train,0.0044067315706407,0.0030081744469459,LOW,grade2,,0.0,0.013929,2025-11-11
S31778,57,19,test,0.0022358985432918,0.0002699380199269,LOW,grade1,30.0,0.0,0.011191,2025-11-30
S31779,27,9,train,0.0,0.0029746759241162,LOW,grade1,,0.0,0.013896,2025-11-11
S31780,27,17,train,0.0021906915444595,0.0029684156499423,LOW,grade1,,0.0,0.01389,2025-11-11
S31781,17,3,train,0.0043641855788692,0.0034593487881114,LOW,grade2,,0.0,0.014381,2025-10-26
S31782,37,6,val,0.0021943476782741,0.0035070512441374,LOW,grade2,32.9,0.0,0.014428,2025-11-19
S31783,65,6,test,0.0,0.0029466643836872,LOW,grade1,22.6,0.0,0.013868,2025-12-04
S31784,17,15,train,0.0022271814727181,0.0034274276851961,LOW,grade2,,0.0,0.014349,2025-10-26
S31785,17,3,train,0.0,0.0034064412201204,LOW,grade2,,0.0,0.014328,2025-10-26
S31786,9,6,train,0.0043622894558987,0.0029496451931942,LOW,grade1,,0.0,0.013871,2025-10-13
S31787,9,24,train,0.0022063883154646,0.0030532882393118,LOW,grade2,,0.0,0.013974,2025-10-13
S31788,17,3,train,0.0,0.0034573092262545,LOW,grade2,,0.0,0.014379,2025-10-26
S31789,17,3,train,0.0,0.0034141696331008,LOW,grade2,,0.0,0.014335,2025-10-26
S31790,9,6,train,0.0022135521053241,0.0031508756041642,LOW,grade2,,0.0,0.014072,2025-10-13
S31791,37,24,val,0.0022077702852776,0.0034312057692138,LOW,grade2,25.5,0.0,0.014352,2025-11-19
S31792,57,20,test,0.0,0.0002118025047347,LOW,grade1,36.7,0.0,0.011133,2025-11-30
S31793,83,8,test,0.0,0.0035063195766005,LOW,grade2,32.9,0.0,0.014428,2025-12-13
S31794,27,9,train,0.0131020483484037,0.0029711066908399,LOW,grade1,,0.0,0.013892,2025-11-11
S31795,27,11,train,0.0,0.0030463214982605,LOW,grade2,,0.0,0.013968,2025-11-11
S31796,27,8,train,0.0,0.0036246244106156,MED,grade3,,0.0,0.014546,2025-11-11
S31797,83,14,test,0.0022303297926286,0.002950908335496,LOW,grade1,34.2,0.0,0.013872,2025-12-13
S31798,55,14,val,0.0044134819886421,0.0031686445504203,LOW,grade2,36.9,0.0,0.01409,2025-11-28
S31799,27,17,train,0.0044609598693127,0.002720288369178,LOW,grade1,,0.0,0.013641,2025-11-11
S31800,84,23,test,0.0,0.0017401897143254,LOW,grade1,31.5,0.0,0.012661,2025-12-14
S31801,56,23,val,0.0,0.0021945811561429,LOW,grade1,34.8,0.0,0.013116,2025-11-29
S31802,16,3,train,0.0,0.0001236483773582,LOW,grade1,,0.0,0.011045,2025-10-25
S31803,72,3,test,0.0,9.997337312466556e-05,LOW,grade1,44.7,0.0,0.011021,2025-12-08
S31804,16,7,train,0.0,0.0006397694817316,LOW,grade1,,0.0,0.011561,2025-10-25
S31805,16,8,train,0.0,0.0011232523662512,LOW,grade1,,0.0,0.012044,2025-10-25
S31806,72,8,test,0.0,7.88638778471398e-05,LOW,grade1,31.9,0.0,0.011,2025-12-08
S31807,16,7,train,0.0,0.000485917169788,LOW,grade1,,0.0,0.011407,2025-10-25
S31808,16,8,train,0.0,0.0001266962446688,LOW,grade1,,0.0,0.011048,2025-10-25
S31809,16,6,train,0.0,0.0011073991812746,LOW,grade1,,0.0,0.012029,2025-10-25
S31810,72,1,test,0.0,0.0011884396518788,LOW,grade1,35.2,0.0,0.01211,2025-12-08
S31811,28,12,train,0.0,0.0004744244834954,LOW,grade1,,0.0,0.011396,2025-11-13
S31812,28,14,train,0.0,0.0018322616278086,LOW,grade1,,0.0,0.012753,2025-11-13
S31813,16,1,train,0.0,0.0010921681388081,LOW,grade1,,0.0,0.012013,2025-10-25
S31814,28,12,train,0.0,0.0004589312176676,LOW,grade1,,0.0,0.01138,2025-11-13
S31815,28,10,train,0.0,0.0013901064407488,LOW,grade1,,0.0,0.012311,2025-11-13
S31816,24,2,train,0.0,0.003465887926267,LOW,grade2,,0.0,0.014387,2025-11-06
S31817,24,2,train,0.0066579144786196,0.0035104956801165,LOW,grade2,,0.0,0.014432,2025-11-06
S31818,52,5,val,0.0,0.0030822330446648,LOW,grade2,51.2,0.0,0.014003,2025-11-27
S31819,24,17,train,0.0,0.0025053841293755,LOW,grade1,,0.0,0.013427,2025-11-06
S31820,80,4,test,0.0,0.0034956808047957,LOW,grade2,37.6,0.0,0.014417,2025-12-12
S31821,24,1,train,0.0,0.0034581900280732,LOW,grade2,,0.0,0.014379,2025-11-06
S31822,79,12,test,0.0,0.0012922268730913,LOW,grade1,65.5,0.0,0.012213,2025-12-11
S31823,55,1,val,0.0,0.0004848201913681,LOW,grade1,62.1,0.0,0.011406,2025-11-28
S31824,27,11,train,0.0,0.0006445480718178,LOW,grade1,,0.0,0.011566,2025-11-11
S31825,54,11,val,0.0,0.0006628175417675,LOW,grade1,66.4,0.0,0.011584,2025-11-28
S31826,74,25,test,0.0,0.0011234859121143,LOW,grade1,57.3,0.0,0.012045,2025-12-09
S31827,4,16,train,0.0,0.0029399630872758,LOW,grade1,,0.0,0.013861,2025-10-05
S31828,2,19,train,0.0,0.0006008163074516,LOW,grade1,,0.0,0.011522,2025-10-02
S31829,10,14,train,0.0,0.0013969999251664,LOW,grade1,,0.0,0.012318,2025-10-15
S31830,57,6,test,0.0,0.0035334380466128,LOW,grade2,85.3,0.0,0.014455,2025-11-30
S31831,28,24,train,0.0,0.0013684280532822,LOW,grade1,,0.0,0.01229,2025-11-13
S31832,28,18,train,0.0,0.0010642376945434,LOW,grade1,,0.0,0.011985,2025-11-13
S31833,44,1,val,0.0,0.0013861403451977,LOW,grade1,40.9,0.0,0.012307,2025-11-23
S31834,28,8,train,0.0,0.001430977756514,LOW,grade1,,0.0,0.012352,2025-11-13
S31835,84,3,test,0.0,0.0010682050631687,LOW,grade1,59.5,0.0,0.011989,2025-12-14
